ORF	Name	Length	Number	Peak	Start	End
YOR176W	HEM15	393	2	309	307	312
YOR181W	LAS17	633	3	191	186	192
YOR181W	LAS17	633	3	394	391	395
YOR181W	LAS17	633	3	428	427	433
YOR182C	RPS30B	63	1	60	58	62
YOR184W	SER1	395	1	241	240	244
YOR185C	GSP2	220	1	184	182	187
YOR187W	TUF1	437	2	121	117	124
YOR187W	TUF1	437	2	147	145	151
YOR188W	MSB1	1137	1	1090	1088	1092
YOR196C	LIP5	414	1	390	388	392
YOR197W	MCA1	432	1	252	249	254
YOR198C	BFR1	470	2	301	300	305
YOR198C	BFR1	470	2	311	308	315
YOR204W	DED1	604	3	99	96	100
YOR204W	DED1	604	3	225	224	231
YOR204W	DED1	604	3	567	559	570
YOR206W	NOC2	710	1	275	270	275
YOR207C	RET1	1149	1	854	851	855
YOR209C	NPT1	429	1	136	133	138
YOR212W	STE4	423	1	319	318	324
YOR217W	RFC1	861	1	552	549	553
YOR224C	RPB8	146	2	69	65	74
YOR224C	RPB8	146	2	83	82	88
YOR230W	WTM1	437	1	375	370	377
YOR233W	KIN4	800	1	463	459	463
YOR234C	RPL33B	107	1	99	91	101
YOR239W	ABP140	628	1	485	483	487
YOR247W	SRL1	210	2	88	75	88
YOR247W	SRL1	210	2	104	101	114
YOR251C	TUM1	304	1	102	101	105
YOR259C	RPT4	437	1	223	222	226
YOR260W	GCD1	578	1	433	432	436
YOR264W	DSE3	430	1	167	160	167
YOR267C	HRK1	759	1	615	615	620
YOR270C	VPH1	840	3	105	102	106
YOR270C	VPH1	840	3	177	177	182
YOR270C	VPH1	840	3	378	374	381
YOR271C	FSF1	327	2	90	88	93
YOR271C	FSF1	327	2	144	139	151
YOR272W	YTM1	460	2	53	53	57
YOR272W	YTM1	460	2	283	280	284
YOR276W	CAF20	161	1	112	108	112
YOR285W	RDL1	139	1	91	86	92
YOR293W	RPS10A	105	1	100	94	102
YOR294W	RRS1	203	2	95	95	99
YOR294W	RRS1	203	2	186	182	186
YOR303W	CPA1	411	1	155	150	155
YOR310C	NOP58	511	1	149	144	149
YOR311C	DGK1	290	1	80	77	82
YOR312C	RPL20B	172	1	68	67	72
YOR317W	FAA1	700	1	385	380	389
YOR323C	PRO2	456	3	181	175	181
YOR323C	PRO2	456	3	203	201	207
YOR323C	PRO2	456	3	398	397	402
YOR326W	MYO2	1574	1	65	62	66
YOR329C	SCD5	872	1	667	667	672
YOR332W	VMA4	233	2	96	95	99
YOR332W	VMA4	233	2	187	186	190
YOR335C	ALA1	958	2	341	335	343
YOR335C	ALA1	958	2	353	349	359
YOR340C	RPA43	326	1	112	109	113
YOR341W	RPA190	1664	5	310	306	311
YOR341W	RPA190	1664	5	367	366	370
YOR341W	RPA190	1664	5	744	740	746
YOR341W	RPA190	1664	5	1218	1216	1220
YOR341W	RPA190	1664	5	1233	1228	1236
YOR344C	TYE7	291	1	69	64	71
YOR361C	PRT1	763	1	420	416	421
YOR362C	PRE10	288	2	86	85	89
YOR362C	PRE10	288	2	108	105	110
YOR367W	SCP1	200	1	106	105	109
YOR369C	RPS12	143	1	121	116	122
YOR371C	GPB1	897	1	694	693	698
YOR373W	NUD1	851	1	847	838	848
YOR374W	ALD4	519	2	272	269	274
YOR374W	ALD4	519	2	454	449	454
YOR375C	GDH1	454	4	156	155	160
YOR375C	GDH1	454	4	317	311	317
YOR375C	GDH1	454	4	341	336	341
YOR375C	GDH1	454	4	355	352	360
YOR383C	FIT3	204	1	81	71	85
YPL004C	LSP1	341	1	219	218	227
YPL009C	RQC2	1038	1	947	942	947
YPL013C	MRPS16	121	1	51	49	53
YPL016W	SWI1	1314	1	835	832	836
YPL019C	VTC3	835	1	464	459	464
YPL028W	ERG10	398	2	150	146	150
YPL028W	ERG10	398	2	253	249	253
YPL030W	TRM44	567	1	216	210	218
YPL032C	SVL3	825	2	691	686	691
YPL032C	SVL3	825	2	776	771	784
YPL037C	EGD1	157	2	62	59	63
YPL037C	EGD1	157	2	71	67	72
YPL043W	NOP4	685	3	238	235	239
YPL043W	NOP4	685	3	354	354	358
YPL043W	NOP4	685	3	657	657	662
YPL048W	CAM1	415	3	163	160	167
YPL048W	CAM1	415	3	228	227	234
YPL048W	CAM1	415	3	329	328	334
YPL049C	DIG1	452	1	381	375	385
YPL055C	LGE1	332	1	207	206	211
YPL061W	ALD6	500	3	73	70	74
YPL061W	ALD6	500	3	139	135	141
YPL061W	ALD6	500	3	198	195	204
YPL063W	TIM50	476	1	181	173	188
YPL078C	ATP4	244	1	75	70	79
YPL079W	RPL21B	160	3	124	121	126
YPL079W	RPL21B	160	3	138	135	140
YPL079W	RPL21B	160	3	149	149	153
YPL081W	RPS9A	197	1	148	144	149
YPL084W	BRO1	844	1	721	717	724
YPL085W	SEC16	2195	6	924	922	926
YPL085W	SEC16	2195	6	1014	1011	1015
YPL085W	SEC16	2195	6	1653	1650	1655
YPL085W	SEC16	2195	6	1726	1720	1727
YPL085W	SEC16	2195	6	2104	2097	2108
YPL085W	SEC16	2195	6	2143	2141	2145
YPL086C	ELP3	557	1	368	365	370
YPL090C	RPS6A	236	1	116	114	119
YPL093W	NOG1	647	2	276	272	277
YPL093W	NOG1	647	2	410	407	412
YPL094C	SEC62	274	1	165	165	170
YPL098C	MGR2	113	1	88	88	92
YPL101W	ELP4	456	2	249	245	249
YPL101W	ELP4	456	2	292	288	296
YPL105C	SYH1	849	1	779	774	780
YPL106C	SSE1	693	8	100	100	105
YPL106C	SSE1	693	8	151	147	152
YPL106C	SSE1	693	8	176	174	178
YPL106C	SSE1	693	8	361	359	365
YPL106C	SSE1	693	8	370	368	377
YPL106C	SSE1	693	8	384	381	385
YPL106C	SSE1	693	8	424	423	427
YPL106C	SSE1	693	8	452	451	457
YPL122C	TFB2	513	1	152	152	158
YPL127C	HHO1	258	1	111	110	114
YPL131W	RPL5	297	4	77	75	82
YPL131W	RPL5	297	4	100	96	102
YPL131W	RPL5	297	4	142	137	143
YPL131W	RPL5	297	4	169	168	174
YPL135W	ISU1	165	1	137	129	138
YPL143W	RPL33A	107	1	97	87	98
YPL145C	KES1	434	2	211	207	213
YPL145C	KES1	434	2	296	294	300
YPL158C	AIM44	758	2	315	314	319
YPL158C	AIM44	758	2	433	430	434
YPL159C	PET20	253	1	64	61	66
YPL160W	CDC60	1090	4	211	210	215
YPL160W	CDC60	1090	4	225	222	229
YPL160W	CDC60	1090	4	421	420	427
YPL160W	CDC60	1090	4	1028	1025	1031
YPL163C	SVS1	260	3	74	68	76
YPL163C	SVS1	260	3	93	89	95
YPL163C	SVS1	260	3	106	103	110
YPL170W	DAP1	152	1	151	147	153
YPL177C	CUP9	306	1	192	185	192
YPL183C	RTT10	1013	1	967	965	971
YPL190C	NAB3	802	1	762	757	770
YPL198W	RPL7B	244	2	140	138	142
YPL198W	RPL7B	244	2	241	240	244
YPL203W	TPK2	380	1	58	56	60
YPL210C	SRP72	640	1	585	582	587
YPL211W	NIP7	181	1	147	143	147
YPL212C	PUS1	544	1	377	371	381
YPL215W	CBP3	335	1	150	149	156
YPL218W	SAR1	190	1	101	99	105
YPL226W	NEW1	1196	3	431	429	433
YPL226W	NEW1	1196	3	798	795	800
YPL226W	NEW1	1196	3	1123	1122	1129
YPL228W	CET1	549	1	439	437	441
YPL231W	FAS2	1887	11	95	91	97
YPL231W	FAS2	1887	11	116	112	117
YPL231W	FAS2	1887	11	124	123	131
YPL231W	FAS2	1887	11	293	288	294
YPL231W	FAS2	1887	11	1369	1365	1373
YPL231W	FAS2	1887	11	1795	1790	1798
YPL231W	FAS2	1887	11	1812	1810	1815
YPL231W	FAS2	1887	11	1830	1828	1834
YPL231W	FAS2	1887	11	1851	1845	1852
YPL231W	FAS2	1887	11	1863	1860	1867
YPL231W	FAS2	1887	11	1881	1873	1885
YPL232W	SSO1	290	1	155	153	159
YPL240C	HSP82	709	1	549	549	553
YPL243W	SRP68	599	1	173	171	176
YPL249C-A	RPL36B	100	1	99	93	100
YPL252C	YAH1	172	1	117	114	124
YPL256C	CLN2	545	1	397	394	403
YPL260W		551	1	80	75	82
YPL262W	FUM1	488	1	173	167	173
YPL265W	DIP5	608	1	185	180	185
YPL266W	DIM1	318	1	146	145	150
YPL270W	MDL2	773	1	82	77	83
YPR004C	AIM45	344	1	97	96	100
YPR010C	RPA135	1203	6	580	579	585
YPR010C	RPA135	1203	6	634	630	635
YPR010C	RPA135	1203	6	655	652	656
YPR010C	RPA135	1203	6	857	856	860
YPR010C	RPA135	1203	6	877	875	879
YPR010C	RPA135	1203	6	956	950	960
YPR011C		326	1	226	225	231
YPR016C	TIF6	245	1	228	226	232
YPR019W	MCM4	933	1	701	693	701
YPR024W	YME1	747	2	87	82	87
YPR024W	YME1	747	2	147	144	148
YPR029C	APL4	832	1	367	366	371
YPR035W	GLN1	370	2	83	80	84
YPR035W	GLN1	370	2	321	319	323
YPR036W	VMA13	478	2	215	211	217
YPR036W	VMA13	478	2	227	225	233
YPR041W	TIF5	405	2	148	142	149
YPR041W	TIF5	405	2	156	156	161
YPR043W	RPL43A	92	1	79	72	82
YPR060C	ARO7	256	1	86	83	88
YPR063C		140	2	65	63	68
YPR063C		140	2	84	82	86
YPR065W	ROX1	368	2	271	268	272
YPR065W	ROX1	368	2	293	291	295
YPR069C	SPE3	293	1	283	280	287
YPR074C	TKL1	680	5	174	171	175
YPR074C	TKL1	680	5	263	262	269
YPR074C	TKL1	680	5	351	348	360
YPR074C	TKL1	680	5	452	450	456
YPR074C	TKL1	680	5	507	501	507
YPR091C		770	1	165	165	169
YPR097W		1073	2	279	279	283
YPR097W		1073	2	352	349	355
YPR098C		161	1	67	62	67
YPR102C	RPL11A	174	1	145	145	151
YPR103W	PRE2	287	1	188	183	189
YPR110C	RPC40	335	3	83	75	83
YPR110C	RPC40	335	3	160	160	165
YPR110C	RPC40	335	3	249	248	254
YPR112C	MRD1	887	1	102	100	105
YPR114W		315	1	166	166	171
YPR125W	YLH47	454	1	144	142	146
YPR129W	SCD6	349	2	95	90	99
YPR129W	SCD6	349	2	106	103	108
YPR137W	RRP9	573	1	349	344	350
YPR145W	ASN1	572	4	180	174	182
YPR145W	ASN1	572	4	189	188	193
YPR145W	ASN1	572	4	489	485	492
YPR145W	ASN1	572	4	540	537	542
YPR148C		435	1	332	329	334
YPR154W	PIN3	215	1	135	135	140
YPR159W	KRE6	720	2	174	171	177
YPR159W	KRE6	720	2	225	224	228
YPR163C	TIF3	436	1	96	95	99
YPR169W	JIP5	492	1	192	189	193
YPR170W-B		85	1	62	59	63
YPR171W	BSP1	576	1	312	308	314
YPR172W		200	1	80	78	84
YPR180W	AOS1	347	1	252	245	252
YPR181C	SEC23	768	6	106	104	108
YPR181C	SEC23	768	6	119	110	124
YPR181C	SEC23	768	6	225	219	227
YPR181C	SEC23	768	6	298	295	299
YPR181C	SEC23	768	6	377	374	378
YPR181C	SEC23	768	6	515	512	518
YPR183W	DPM1	267	4	78	75	81
YPR183W	DPM1	267	4	103	101	106
YPR183W	DPM1	267	4	153	150	157
YPR183W	DPM1	267	4	190	186	190
YPR190C	RPC82	654	1	370	369	373
YPR191W	QCR2	368	5	101	99	103
YPR191W	QCR2	368	5	124	121	129
YPR191W	QCR2	368	5	248	245	251
YPR191W	QCR2	368	5	263	260	266
YPR191W	QCR2	368	5	282	280	284
