geneID,length,number_of_sites,order,site_start,site_end
YNL021W,22,12,5,938,960
YNL021W,15,12,6,1250,1265
YNL021W,38,12,7,1267,1305
YNL021W,21,12,8,1468,1489
YNL021W,37,12,9,1509,1546
YNL021W,45,12,10,1547,1592
YNL021W,34,12,11,2010,2044
YNL021W,32,12,12,2046,2078
YKL186C,39,2,1,252,291
YKL186C,30,2,2,435,465
YGL123W,63,1,1,619,682
YNL077W,27,3,1,700,727
YNL077W,34,3,2,728,762
YNL077W,44,3,3,966,1010
YHR073W,24,6,1,223,247
YHR073W,28,6,2,346,374
YHR073W,16,6,3,494,510
YHR073W,27,6,4,544,571
YHR073W,18,6,5,1836,1854
YHR073W,22,6,6,2950,2972
YBR172C,29,3,1,1743,1772
YBR172C,17,3,2,1873,1890
YBR172C,18,3,3,1903,1921
YDR346C,53,13,1,204,257
YDR346C,37,13,2,261,298
YDR346C,16,13,3,299,315
YDR346C,19,13,4,575,594
YDR346C,20,13,5,706,726
YDR346C,27,13,6,727,754
YDR346C,35,13,7,944,979
YDR346C,42,13,8,983,1025
YDR346C,19,13,9,1094,1113
YDR346C,35,13,10,1106,1141
YDR346C,24,13,11,1206,1230
YDR346C,55,13,12,1326,1381
YDR346C,33,13,13,1386,1419
YJL172W,38,2,1,420,458
YJL172W,22,2,2,473,495
YDR151C,57,3,1,452,509
YDR151C,27,3,2,836,863
YDR151C,34,3,3,933,967
YNL222W,16,4,1,278,294
YNL222W,28,4,2,304,332
YNL222W,52,4,3,338,390
YNL222W,19,4,4,394,413
YPL086C,20,21,1,288,308
YPL086C,47,21,2,450,497
YPL086C,56,21,3,498,554
YPL086C,98,21,4,555,653
YPL086C,16,21,5,654,670
YPL086C,47,21,6,657,704
YPL086C,22,21,7,740,762
YPL086C,44,21,8,759,803
YPL086C,34,21,9,832,866
YPL086C,30,21,10,876,906
YPL086C,21,21,11,924,945
YPL086C,32,21,12,994,1026
YPL086C,24,21,13,1031,1055
YPL086C,31,21,14,1166,1197
YPL086C,22,21,15,1205,1227
YPL086C,21,21,16,1242,1263
YPL086C,70,21,17,1346,1416
YPL086C,49,21,18,1427,1476
YPL086C,18,21,19,1481,1499
YPL086C,31,21,20,1500,1531
YPL086C,18,21,21,1641,1659
YKR042W,83,4,1,226,309
YKR042W,17,4,2,315,332
YKR042W,54,4,3,601,655
YKR042W,49,4,4,812,861
YPL090C,60,3,1,201,261
YPL090C,85,3,2,331,416
YPL090C,19,3,3,641,660
YHR146W,38,4,1,211,249
YHR146W,58,4,2,262,320
YHR146W,38,4,3,548,586
YHR146W,37,4,4,1021,1058
YDL142C,23,1,1,685,708
YHR198C,33,2,1,627,660
YHR198C,15,2,2,669,684
YGL196W,41,2,1,953,994
YGL196W,15,2,2,1262,1277
YKL126W,36,10,1,338,374
YKL126W,42,10,2,517,559
YKL126W,28,10,3,646,674
YKL126W,60,10,4,1047,1107
YKL126W,49,10,5,1260,1309
YKL126W,42,10,6,1348,1390
YKL126W,33,10,7,1476,1509
YKL126W,20,10,8,1622,1642
YKL126W,59,10,9,1702,1761
YKL126W,19,10,10,1910,1929
YLR209C,15,3,1,410,425
YLR209C,25,3,2,426,451
YLR209C,21,3,3,907,928
YHR158C,49,10,1,390,439
YHR158C,48,10,2,444,492
YHR158C,41,10,3,532,573
YHR158C,15,10,4,660,675
YHR158C,63,10,5,870,933
YHR158C,23,10,6,941,964
YHR158C,27,10,7,2219,2246
YHR158C,18,10,8,2298,2316
YHR158C,42,10,9,2344,2386
YHR158C,40,10,10,2774,2814
YDR264C,18,1,1,1064,1082
YKL039W,46,1,1,152,198
YNL035C,35,9,1,196,231
YNL035C,38,9,2,244,282
YNL035C,21,9,3,283,304
YNL035C,25,9,4,386,411
YNL035C,36,9,5,535,571
YNL035C,66,9,6,579,645
YNL035C,34,9,7,683,717
YNL035C,33,9,8,722,755
YNL035C,50,9,9,1064,1114
YLR287C,28,3,1,212,240
YLR287C,21,3,2,719,740
YLR287C,26,3,3,865,891
YPL016W,72,3,1,2416,2488
YPL016W,22,3,2,2581,2603
YPL016W,35,3,3,3848,3883
YPL061W,58,10,1,173,231
YPL061W,56,10,2,400,456
YPL061W,56,10,3,624,680
YPL061W,16,10,4,710,726
YPL061W,39,10,5,731,770
YPL061W,26,10,6,907,933
YPL061W,52,10,7,1174,1226
YPL061W,92,10,8,1257,1349
YPL061W,63,10,9,1354,1417
YPL061W,77,10,10,1422,1499
YNL177C,30,2,1,647,677
YNL177C,19,2,2,700,719
YLR387C,76,1,1,900,976
YLR250W,22,1,1,295,317
YKL122C,231,2,1,167,398
YKL122C,103,2,2,401,504
YAL043C,53,4,1,247,300
YAL043C,33,4,2,294,327
YAL043C,52,4,3,510,562
YAL043C,23,4,4,2260,2283
YOL093W,38,2,1,544,582
YOL093W,31,2,2,583,614
YBL058W,80,4,1,827,907
YBL058W,38,4,2,894,932
YBL058W,27,4,3,999,1026
YBL058W,87,4,4,1182,1269
YBR236C,32,3,1,1009,1041
YBR236C,32,3,2,1160,1192
YBR236C,17,3,3,1193,1210
YPL125W,24,10,1,569,593
YPL125W,89,10,2,627,716
YPL125W,29,10,3,951,980
YPL125W,37,10,4,1126,1163
YPL125W,32,10,5,1299,1331
YPL125W,17,10,6,1372,1389
YPL125W,15,10,7,1411,1426
YPL125W,31,10,8,1438,1469
YPL125W,41,10,9,1886,1927
YPL125W,21,10,10,2163,2184
YIL070C,33,1,1,273,306
YCL037C,66,2,1,904,970
YCL037C,33,2,2,1213,1246
YIL009W,18,9,1,230,248
YIL009W,27,9,2,413,440
YIL009W,21,9,3,731,752
YIL009W,36,9,4,1275,1311
YIL009W,25,9,5,1759,1784
YIL009W,33,9,6,1889,1922
YIL009W,68,9,7,1934,2002
YIL009W,26,9,8,2004,2030
YIL009W,16,9,9,2034,2050
YHR076W,23,2,1,615,638
YHR076W,38,2,2,682,720
YOR063W,33,3,1,242,275
YOR063W,28,3,2,352,380
YOR063W,130,3,3,391,521
YOL140W,33,8,1,203,236
YOL140W,28,8,2,265,293
YOL140W,16,8,3,347,363
YOL140W,16,8,4,367,383
YOL140W,16,8,5,564,580
YOL140W,23,8,6,633,656
YOL140W,30,8,7,706,736
YOL140W,20,8,8,1199,1219
YGL223C,19,2,1,440,459
YGL223C,42,2,2,941,983
YOR036W,24,1,1,346,370
YJR090C,39,4,1,1051,1090
YJR090C,27,4,2,1425,1452
YJR090C,17,4,3,2386,2403
YJR090C,16,4,4,2996,3012
YML131W,44,2,1,662,706
YML131W,30,2,2,710,740
YGL150C,18,9,1,318,336
YGL150C,30,9,2,1298,1328
YGL150C,31,9,3,2250,2281
YGL150C,23,9,4,2286,2309
YGL150C,30,9,5,2576,2606
YGL150C,22,9,6,2614,2636
YGL150C,21,9,7,2858,2879
YGL150C,16,9,8,4021,4037
YGL150C,42,9,9,4413,4455
YGL040C,44,3,1,339,383
YGL040C,36,3,2,480,516
YGL040C,18,3,3,531,549
YJR145C,20,2,1,323,343
YJR145C,25,2,2,536,561
YNL292W,26,4,1,671,697
YNL292W,31,4,2,698,729
YNL292W,35,4,3,1036,1071
YNL292W,15,4,4,1107,1122
YLR305C,25,14,1,180,205
YLR305C,39,14,2,539,578
YLR305C,35,14,3,692,727
YLR305C,27,14,4,2249,2276
YLR305C,27,14,5,2971,2998
YLR305C,17,14,6,3007,3024
YLR305C,25,14,7,3026,3051
YLR305C,36,14,8,3362,3398
YLR305C,29,14,9,3778,3807
YLR305C,29,14,10,4385,4414
YLR305C,18,14,11,4800,4818
YLR305C,31,14,12,5001,5032
YLR305C,15,14,13,5376,5391
YLR305C,31,14,14,5582,5613
YNL197C,18,3,1,473,491
YNL197C,58,3,2,1271,1329
YNL197C,17,3,3,1334,1351
YOR354C,15,13,1,209,224
YOR354C,27,13,2,267,294
YOR354C,30,13,3,376,406
YOR354C,23,13,4,583,606
YOR354C,19,13,5,642,661
YOR354C,27,13,6,662,689
YOR354C,27,13,7,907,934
YOR354C,17,13,8,1039,1056
YOR354C,30,13,9,1044,1074
YOR354C,18,13,10,1078,1096
YOR354C,19,13,11,1577,1596
YOR354C,22,13,12,1634,1656
YOR354C,27,13,13,2030,2057
YIL038C,16,6,1,1358,1374
YIL038C,42,6,2,1672,1714
YIL038C,50,6,3,2164,2214
YIL038C,21,6,4,2220,2241
YIL038C,37,6,5,2264,2301
YIL038C,46,6,6,2363,2409
YNR009W,29,2,1,352,381
YNR009W,17,2,2,445,462
YNL148C,21,1,1,218,239
YLR439W,21,4,1,174,195
YLR439W,55,4,2,401,456
YLR439W,38,4,3,463,501
YLR439W,30,4,4,502,532
YIL143C,32,11,1,654,686
YIL143C,25,11,2,902,927
YIL143C,52,11,3,1203,1255
YIL143C,38,11,4,1266,1304
YIL143C,46,11,5,1307,1353
YIL143C,16,11,6,1360,1376
YIL143C,16,11,7,1377,1393
YIL143C,31,11,8,1400,1431
YIL143C,24,11,9,1560,1584
YIL143C,22,11,10,1597,1619
YIL143C,18,11,11,1659,1677
YGR092W,27,8,1,304,331
YGR092W,20,8,2,743,763
YGR092W,21,8,3,764,785
YGR092W,43,8,4,849,892
YGR092W,62,8,5,936,998
YGR092W,26,8,6,1046,1072
YGR092W,22,8,7,1451,1473
YGR092W,36,8,8,1574,1610
YBR256C,18,3,1,415,433
YBR256C,21,3,2,491,512
YBR256C,22,3,3,660,682
YDR328C,25,1,1,549,574
YLR247C,24,7,1,962,986
YLR247C,22,7,2,1484,1506
YLR247C,21,7,3,1922,1943
YLR247C,30,7,4,2096,2126
YLR247C,18,7,5,2243,2261
YLR247C,26,7,6,2262,2288
YLR247C,54,7,7,2484,2538
YBL016W,47,4,1,257,304
YBL016W,17,4,2,800,817
YBL016W,19,4,3,871,890
YBL016W,16,4,4,891,907
YOR014W,21,5,1,1118,1139
YOR014W,23,5,2,1162,1185
YOR014W,47,5,3,1593,1640
YOR014W,33,5,4,1904,1937
YOR014W,25,5,5,2154,2179
YOR057W,24,6,1,451,475
YOR057W,24,6,2,602,626
YOR057W,51,6,3,710,761
YOR057W,27,6,4,791,818
YOR057W,18,6,5,878,896
YOR057W,28,6,6,900,928
YDR513W,52,1,1,324,376
YOR362C,105,7,1,203,308
YOR362C,22,7,2,309,331
YOR362C,53,7,3,346,399
YOR362C,34,7,4,419,453
YOR362C,109,7,5,509,618
YOR362C,63,7,6,632,695
YOR362C,41,7,7,736,777
YLR448W,18,1,1,224,242
YGR103W,34,2,1,713,747
YGR103W,56,2,2,1447,1503
YDR311W,18,2,1,377,395
YDR311W,18,2,2,814,832
YIL041W,31,1,1,364,395
YGR178C,24,2,1,683,707
YGR178C,32,2,2,1651,1683
YNL155W,24,1,1,277,301
YNL100W,18,3,1,284,302
YNL100W,43,3,2,303,346
YNL100W,15,3,3,690,705
YLR078C,19,1,1,311,330
YBR154C,20,2,1,201,221
YBR154C,26,2,2,485,511
YBR216C,37,13,1,815,852
YBR216C,19,13,2,997,1016
YBR216C,36,13,3,1004,1040
YBR216C,51,13,4,1074,1125
YBR216C,23,13,5,1345,1368
YBR216C,31,13,6,1419,1450
YBR216C,33,13,7,1452,1485
YBR216C,17,13,8,1623,1640
YBR216C,42,13,9,1628,1670
YBR216C,37,13,10,1772,1809
YBR216C,18,13,11,1828,1846
YBR216C,26,13,12,1849,1875
YBR216C,17,13,13,1894,1911
YNL245C,21,1,1,206,227
YMR318C,53,9,1,363,416
YMR318C,132,9,2,469,601
YMR318C,26,9,3,663,689
YMR318C,25,9,4,752,777
YMR318C,17,9,5,779,796
YMR318C,17,9,6,898,915
YMR318C,15,9,7,951,966
YMR318C,92,9,8,969,1061
YMR318C,16,9,9,1067,1083
YCR009C,78,1,1,709,787
YGR085C,102,1,1,351,453
YLR109W,17,2,1,361,378
YLR109W,36,2,2,410,446
YDR025W,24,2,1,332,356
YDR025W,42,2,2,395,437
YAR003W,61,1,1,405,466
YBL030C,40,3,1,277,317
YBL030C,39,3,2,741,780
YBL030C,30,3,3,788,818
YER148W,22,3,1,400,422
YER148W,18,3,2,458,476
YER148W,51,3,3,620,671
YGL242C,49,2,1,405,454
YGL242C,35,2,2,488,523
YHL015W,57,2,1,217,274
YHL015W,87,2,2,278,365
YOR303W,36,4,1,575,611
YOR303W,28,4,2,628,656
YOR303W,21,4,3,839,860
YOR303W,29,4,4,1061,1090
YMR192W,21,5,1,1318,1339
YMR192W,32,5,2,1331,1363
YMR192W,24,5,3,1487,1511
YMR192W,77,5,4,1512,1589
YMR192W,28,5,5,1794,1822
YGR078C,65,3,1,294,359
YGR078C,38,3,2,364,402
YGR078C,33,3,3,498,531
YER073W,47,5,1,198,245
YER073W,40,5,2,454,494
YER073W,37,5,3,685,722
YER073W,44,5,4,753,797
YER073W,124,5,5,1290,1414
YMR229C,50,11,1,921,971
YMR229C,28,11,2,1602,1630
YMR229C,58,11,3,1845,1903
YMR229C,43,11,4,2339,2382
YMR229C,48,11,5,2654,2702
YMR229C,19,11,6,2997,3016
YMR229C,68,11,7,3605,3673
YMR229C,18,11,8,3778,3796
YMR229C,36,11,9,3947,3983
YMR229C,62,11,10,4071,4133
YMR229C,32,11,11,4988,5020
YKR062W,43,2,1,422,465
YKR062W,40,2,2,766,806
YBR046C,15,7,1,146,161
YBR046C,38,7,2,335,373
YBR046C,27,7,3,369,396
YBR046C,31,7,4,498,529
YBR046C,17,7,5,661,678
YBR046C,16,7,6,803,819
YBR046C,67,7,7,933,1000
YOL124C,43,1,1,1259,1302
YDR013W,26,1,1,404,430
YNR040W,27,2,1,460,487
YNR040W,29,2,2,484,513
YHL033C,136,4,1,263,399
YHL033C,60,4,2,401,461
YHL033C,83,4,3,518,601
YHL033C,43,4,4,675,718
YOR270C,79,7,1,180,259
YOR270C,177,7,2,260,437
YOR270C,30,7,3,719,749
YOR270C,36,7,4,807,843
YOR270C,32,7,5,830,862
YOR270C,26,7,6,892,918
YOR270C,39,7,7,971,1010
YHR020W,47,13,1,198,245
YHR020W,18,13,2,248,266
YHR020W,28,13,3,305,333
YHR020W,29,13,4,335,364
YHR020W,42,13,5,403,445
YHR020W,156,13,6,988,1144
YHR020W,24,13,7,1259,1283
YHR020W,45,13,8,1500,1545
YHR020W,24,13,9,1706,1730
YHR020W,15,13,10,1793,1808
YHR020W,30,13,11,1800,1830
YHR020W,20,13,12,1831,1851
YHR020W,21,13,13,2028,2049
YGL252C,17,15,1,229,246
YGL252C,41,15,2,235,276
YGL252C,69,15,3,411,480
YGL252C,55,15,4,566,621
YGL252C,43,15,5,726,769
YGL252C,17,15,6,933,950
YGL252C,62,15,7,937,999
YGL252C,15,15,8,1002,1017
YGL252C,15,15,9,1044,1059
YGL252C,28,15,10,1185,1213
YGL252C,35,15,11,1414,1449
YGL252C,37,15,12,1494,1531
YGL252C,45,15,13,1532,1577
YGL252C,30,15,14,1664,1694
YGL252C,44,15,15,1723,1767
YLL043W,62,3,1,385,447
YLL043W,76,3,2,759,835
YLL043W,51,3,3,822,873
YPR051W,35,2,1,205,240
YPR051W,67,2,2,334,401
YIR026C,21,3,1,215,236
YIR026C,56,3,2,806,862
YIR026C,28,3,3,872,900
YOL133W,18,2,1,241,259
YOL133W,50,2,2,313,363
YML100W,30,7,1,515,545
YML100W,19,7,2,557,576
YML100W,21,7,3,1168,1189
YML100W,19,7,4,1209,1228
YML100W,19,7,5,1396,1415
YML100W,35,7,6,1420,1455
YML100W,30,7,7,3141,3171
YPL001W,27,3,1,222,249
YPL001W,35,3,2,288,323
YPL001W,27,3,3,908,935
YPL043W,16,10,1,316,332
YPL043W,24,10,2,333,357
YPL043W,37,10,3,382,419
YPL043W,85,10,4,608,693
YPL043W,32,10,5,1478,1510
YPL043W,35,10,6,1537,1572
YPL043W,18,10,7,1643,1661
YPL043W,45,10,8,1673,1718
YPL043W,28,10,9,1880,1908
YPL043W,33,10,10,1898,1931
YLR410W,17,13,1,348,365
YLR410W,132,13,2,884,1016
YLR410W,77,13,3,1041,1118
YLR410W,92,13,4,1179,1271
YLR410W,76,13,5,1280,1356
YLR410W,36,13,6,1707,1743
YLR410W,25,13,7,1913,1938
YLR410W,43,13,8,2346,2389
YLR410W,37,13,9,2936,2973
YLR410W,36,13,10,3074,3110
YLR410W,32,13,11,3243,3275
YLR410W,34,13,12,3328,3362
YLR410W,19,13,13,3376,3395
YER004W,87,3,1,212,299
YER004W,29,3,2,300,329
YER004W,62,3,3,531,593
YBR039W,43,4,1,217,260
YBR039W,66,4,2,263,329
YBR039W,35,4,3,533,568
YBR039W,15,4,4,619,634
YCR072C,16,17,1,200,216
YCR072C,26,17,2,217,243
YCR072C,46,17,3,246,292
YCR072C,40,17,4,359,399
YCR072C,39,17,5,402,441
YCR072C,40,17,6,452,492
YCR072C,17,17,7,524,541
YCR072C,22,17,8,701,723
YCR072C,31,17,9,710,741
YCR072C,60,17,10,743,803
YCR072C,25,17,11,853,878
YCR072C,18,17,12,908,926
YCR072C,17,17,13,984,1001
YCR072C,26,17,14,1241,1267
YCR072C,18,17,15,1317,1335
YCR072C,15,17,16,1338,1353
YCR072C,37,17,17,1406,1443
YKR016W,22,3,1,982,1004
YKR016W,60,3,2,1305,1365
YKR016W,30,3,3,1379,1409
YMR158W,42,3,1,196,238
YMR158W,20,3,2,390,410
YMR158W,28,3,3,421,449
YLR114C,32,2,1,782,814
YLR114C,15,2,2,1353,1368
YMR203W,16,1,1,1109,1125
YLL036C,52,11,1,350,402
YLL036C,39,11,2,471,510
YLL036C,36,11,3,634,670
YLL036C,36,11,4,737,773
YLL036C,17,11,5,805,822
YLL036C,22,11,6,824,846
YLL036C,36,11,7,834,870
YLL036C,19,11,8,875,894
YLL036C,29,11,9,905,934
YLL036C,45,11,10,1249,1294
YLL036C,31,11,11,1464,1495
YJL024C,60,3,1,159,219
YJL024C,42,3,2,284,326
YJL024C,51,3,3,357,408
YDL029W,43,10,1,232,275
YDL029W,30,10,2,278,308
YDL029W,35,10,3,315,350
YDL029W,22,10,4,355,377
YDL029W,24,10,5,483,507
YDL029W,28,10,6,528,556
YDL029W,37,10,7,545,582
YDL029W,68,10,8,738,806
YDL029W,56,10,9,994,1050
YDL029W,50,10,10,1037,1087
YER102W,32,1,1,296,328
YBL057C,15,1,1,591,606
YBR073W,60,9,1,326,386
YBR073W,23,9,2,1122,1145
YBR073W,70,9,3,1887,1957
YBR073W,43,9,4,1986,2029
YBR073W,25,9,5,2045,2070
YBR073W,16,9,6,2216,2232
YBR073W,20,9,7,2655,2675
YBR073W,38,9,8,2758,2796
YBR073W,17,9,9,2838,2855
YPL004C,121,2,1,488,609
YPL004C,50,2,2,915,965
YER019W,33,3,1,764,797
YER019W,37,3,2,913,950
YER019W,15,3,3,1200,1215
YPR176C,42,1,1,456,498
YMR263W,33,2,1,477,510
YMR263W,33,2,2,497,530
YDR172W,125,4,1,1763,1888
YDR172W,22,4,2,1889,1911
YDR172W,31,4,3,1912,1943
YDR172W,26,4,4,1962,1988
YPR033C,81,2,1,507,588
YPR033C,17,2,2,1537,1554
YBR211C,25,1,1,521,546
YLR129W,31,16,1,564,595
YLR129W,22,16,2,596,618
YLR129W,63,16,3,679,742
YLR129W,20,16,4,836,856
YLR129W,32,16,5,1213,1245
YLR129W,73,16,6,1642,1715
YLR129W,18,16,7,1736,1754
YLR129W,15,16,8,1830,1845
YLR129W,23,16,9,1940,1963
YLR129W,29,16,10,2055,2084
YLR129W,88,16,11,2141,2229
YLR129W,36,16,12,2234,2270
YLR129W,25,16,13,2272,2297
YLR129W,21,16,14,2446,2467
YLR129W,22,16,15,2597,2619
YLR129W,34,16,16,2627,2661
YBL079W,27,13,1,668,695
YBL079W,20,13,2,697,717
YBL079W,20,13,3,1258,1278
YBL079W,47,13,4,1350,1397
YBL079W,37,13,5,1445,1482
YBL079W,27,13,6,1880,1907
YBL079W,72,13,7,1957,2029
YBL079W,27,13,8,2081,2108
YBL079W,18,13,9,2272,2290
YBL079W,43,13,10,2328,2371
YBL079W,23,13,11,2374,2397
YBL079W,23,13,12,2506,2529
YBL079W,30,13,13,2618,2648
YPR120C,43,1,1,410,453
YBL041W,92,3,1,393,485
YBL041W,47,3,2,635,682
YBL041W,30,3,3,689,719
YLL022C,26,2,1,261,287
YLL022C,38,2,2,991,1029
YDR528W,26,2,1,818,844
YDR528W,16,2,2,864,880
YDL058W,24,11,1,366,390
YDL058W,31,11,2,577,608
YDL058W,27,11,3,614,641
YDL058W,18,11,4,953,971
YDL058W,61,11,5,1153,1214
YDL058W,22,11,6,1312,1334
YDL058W,15,11,7,1345,1360
YDL058W,107,11,8,1352,1459
YDL058W,18,11,9,1715,1733
YDL058W,16,11,10,1850,1866
YDL058W,16,11,11,1975,1991
YLR150W,30,2,1,326,356
YLR150W,15,2,2,740,755
YBR026C,92,11,1,237,329
YBR026C,28,11,2,341,369
YBR026C,40,11,3,424,464
YBR026C,25,11,4,473,498
YBR026C,55,11,5,500,555
YBR026C,15,11,6,564,579
YBR026C,60,11,7,630,690
YBR026C,83,11,8,727,810
YBR026C,68,11,9,884,952
YBR026C,126,11,10,954,1080
YBR026C,62,11,11,1081,1143
YDL185W,33,13,1,226,259
YDL185W,28,13,2,686,714
YDL185W,57,13,3,1121,1178
YDL185W,133,13,4,1635,1768
YDL185W,72,13,5,1790,1862
YDL185W,25,13,6,1991,2016
YDL185W,41,13,7,2010,2051
YDL185W,43,13,8,2221,2264
YDL185W,29,13,9,2464,2493
YDL185W,50,13,10,2516,2566
YDL185W,15,13,11,2567,2582
YDL185W,29,13,12,2585,2614
YDL185W,95,13,13,2662,2757
YLR403W,17,1,1,1358,1375
YPR180W,29,4,1,654,683
YPR180W,43,4,2,718,761
YPR180W,19,4,3,860,879
YPR180W,15,4,4,884,899
YEL013W,40,9,1,850,890
YEL013W,25,9,2,1019,1044
YEL013W,28,9,3,1064,1092
YEL013W,75,9,4,1098,1173
YEL013W,15,9,5,1211,1226
YEL013W,28,9,6,1249,1277
YEL013W,16,9,7,1454,1470
YEL013W,33,9,8,1487,1520
YEL013W,35,9,9,1538,1573
YDL007W,73,7,1,283,356
YDL007W,41,7,2,367,408
YDL007W,100,7,3,769,869
YDL007W,56,7,4,870,926
YDL007W,27,7,5,929,956
YDL007W,25,7,6,1145,1170
YDL007W,62,7,7,1249,1311
YGL056C,16,1,1,688,704
YDR385W,56,18,1,335,391
YDR385W,41,18,2,402,443
YDR385W,25,18,3,482,507
YDR385W,44,18,4,571,615
YDR385W,61,18,5,1073,1134
YDR385W,27,18,6,1174,1201
YDR385W,97,18,7,1232,1329
YDR385W,52,18,8,1573,1625
YDR385W,34,18,9,1663,1697
YDR385W,36,18,10,1975,2011
YDR385W,85,18,11,2015,2100
YDR385W,37,18,12,2114,2151
YDR385W,39,18,13,2189,2228
YDR385W,38,18,14,2233,2271
YDR385W,19,18,15,2282,2301
YDR385W,44,18,16,2429,2473
YDR385W,20,18,17,2477,2497
YDR385W,30,18,18,2495,2525
YOR280C,97,2,1,268,365
YOR280C,43,2,2,354,397
YML004C,87,4,1,222,309
YML004C,28,4,2,317,345
YML004C,18,4,3,702,720
YML004C,39,4,4,708,747
YMR210W,27,1,1,387,414
YMR024W,17,1,1,255,272
YBR059C,49,1,1,274,323
YPR024W,20,5,1,291,311
YPR024W,16,5,2,822,838
YPR024W,32,5,3,825,857
YPR024W,29,5,4,1546,1575
YPR024W,43,5,5,1882,1925
YDL045C,21,1,1,328,349
YGR241C,57,1,1,335,392
YMR258C,17,3,1,459,476
YMR258C,34,3,2,650,684
YMR258C,37,3,3,722,759
YDL198C,91,4,1,297,388
YDL198C,16,4,2,389,405
YDL198C,40,4,3,407,447
YDL198C,16,4,4,482,498
YDR103W,58,10,1,1218,1276
YDR103W,36,10,2,1289,1325
YDR103W,17,10,3,1449,1466
YDR103W,32,10,4,1559,1591
YDR103W,51,10,5,1948,1999
YDR103W,42,10,6,2288,2330
YDR103W,19,10,7,2342,2361
YDR103W,25,10,8,2440,2465
YDR103W,25,10,9,2618,2643
YDR103W,22,10,10,2697,2719
YLR072W,16,12,1,201,217
YLR072W,25,12,2,534,559
YLR072W,50,12,3,665,715
YLR072W,17,12,4,859,876
YLR072W,46,12,5,1220,1266
YLR072W,22,12,6,1274,1296
YLR072W,25,12,7,1328,1353
YLR072W,20,12,8,1361,1381
YLR072W,15,12,9,1654,1669
YLR072W,28,12,10,1799,1827
YLR072W,43,12,11,1815,1858
YLR072W,25,12,12,1959,1984
YPL159C,25,6,1,156,181
YPL159C,19,6,2,185,204
YPL159C,133,6,3,207,340
YPL159C,16,6,4,497,513
YPL159C,29,6,5,548,577
YPL159C,38,6,6,703,741
YOR181W,49,5,1,225,274
YOR181W,47,5,2,284,331
YOR181W,16,5,3,344,360
YOR181W,29,5,4,539,568
YOR181W,19,5,5,1152,1171
YDL092W,62,3,1,209,271
YDL092W,42,3,2,272,314
YDL092W,61,3,3,323,384
YKR043C,117,5,1,344,461
YKR043C,24,5,2,656,680
YKR043C,31,5,3,688,719
YKR043C,25,5,4,734,759
YKR043C,21,5,5,765,786
YPL084W,25,8,1,490,515
YPL084W,38,8,2,505,543
YPL084W,61,8,3,851,912
YPL084W,31,8,4,1270,1301
YPL084W,17,8,5,1512,1529
YPL084W,53,8,6,1636,1689
YPL084W,40,8,7,1797,1837
YPL084W,17,8,8,1853,1870
YLR166C,40,2,1,691,731
YLR166C,37,2,2,1018,1055
YMR067C,30,1,1,418,448
YDL143W,26,6,1,585,611
YDL143W,37,6,2,1124,1161
YDL143W,24,6,3,1219,1243
YDL143W,76,6,4,1247,1323
YDL143W,22,6,5,1358,1380
YDL143W,36,6,6,1416,1452
YDL161W,105,4,1,181,286
YDL161W,61,4,2,370,431
YDL161W,46,4,3,512,558
YDL161W,29,4,4,1101,1130
YNL056W,52,2,1,199,251
YNL056W,71,2,2,293,364
YPL093W,45,13,1,264,309
YPL093W,66,13,2,684,750
YPL093W,28,13,3,867,895
YPL093W,89,13,4,901,990
YPL093W,53,13,5,1008,1061
YPL093W,77,13,6,1166,1243
YPL093W,20,13,7,1302,1322
YPL093W,20,13,8,1384,1404
YPL093W,87,13,9,1436,1523
YPL093W,45,13,10,1632,1677
YPL093W,37,13,11,1687,1724
YPL093W,62,13,12,1728,1790
YPL093W,46,13,13,1891,1937
YDR347W,37,2,1,695,732
YDR347W,40,2,2,843,883
YFL001W,16,3,1,745,761
YFL001W,15,3,2,769,784
YFL001W,32,3,3,909,941
YER086W,20,12,1,236,256
YER086W,41,12,2,266,307
YER086W,47,12,3,330,377
YER086W,29,12,4,432,461
YER086W,34,12,5,448,482
YER086W,22,12,6,587,609
YER086W,115,12,7,644,759
YER086W,15,12,8,871,886
YER086W,18,12,9,887,905
YER086W,39,12,10,915,954
YER086W,38,12,11,959,997
YER086W,22,12,12,1105,1127
YKL078W,39,11,1,538,577
YKL078W,59,11,2,620,679
YKL078W,19,11,3,894,913
YKL078W,26,11,4,915,941
YKL078W,25,11,5,962,987
YKL078W,22,11,6,1059,1081
YKL078W,26,11,7,1208,1234
YKL078W,22,11,8,1279,1301
YKL078W,16,11,9,1587,1603
YKL078W,18,11,10,1902,1920
YKL078W,28,11,11,1966,1994
YDR207C,16,5,1,275,291
YDR207C,48,5,2,1347,1395
YDR207C,26,5,3,1860,1886
YDR207C,18,5,4,1962,1980
YDR207C,18,5,5,2325,2343
YNL132W,60,17,1,760,820
YNL132W,26,17,2,1192,1218
YNL132W,79,17,3,1453,1532
YNL132W,35,17,4,1555,1590
YNL132W,20,17,5,1598,1618
YNL132W,34,17,6,1609,1643
YNL132W,25,17,7,1772,1797
YNL132W,28,17,8,1976,2004
YNL132W,58,17,9,2131,2189
YNL132W,16,17,10,2196,2212
YNL132W,30,17,11,2233,2263
YNL132W,22,17,12,2290,2312
YNL132W,45,17,13,2454,2499
