domainID	geneID	domainNb	pdb_id	score	method
12435	531117	7	1cii__	7.154902	pdbblast
12436	531117	2	na	2.260997	msa
12437	531117	8	1i84S_	23.69897	pdbblast
12438	531117	4	PF01344	5.244125	pfam
12439	531117	1	na	0	artificial
12440	531117	5	1dg3A_	4.30103	pdbblast
12441	530981	3	1qfsA_	83	pdbblast
12442	530981	2	1qfsA_	83	pdbblast
12443	530981	1	1erjA_	35.09691	pdbblast
12444	530982	2	1bwzA_	57.39794	pdbblast
12445	530982	1	1bwzA_	57.39794	pdbblast
12446	530963	1	1serA_	435.9897	pdbblast
12447	530964	2	na	0	artificial
12448	530964	1	1ii7A_	13.221849	pdbblast
12449	530900	3	na	0	artificial
12450	530900	2	1elkA_	132.594777	pdbblast
12451	530900	4	1griA_	137.94696	pdbblast
12452	530900	1	1elkA_	132.594777	pdbblast
12453	530900	5	1griA_	137.94696	pdbblast
12454	531033	2	1qoyA	7.38	orfeus
12455	531033	1	na	0	artificial
12456	531026	3	1sqc__	377.54902	pdbblast
12457	531026	2	1sqc__	377.54902	pdbblast
12458	531026	4	1sqc__	377.54902	pdbblast
12459	531026	1	1sqc__	377.54902	pdbblast
12460	531038	6	na	0	artificial
12461	531038	3	1a06__	273.9897	pdbblast
12462	531038	2	1b6cB_	95.228787	pdbblast
12463	531038	4	1iq5A_	16.30103	pdbblast
12464	531038	1	1gxcA_	13	pdbblast
12465	531038	5	1iq5A_	16.30103	pdbblast
12466	531661	3	1hv8A_	3.69897	pdbblast
12467	531661	2	PF00176	112.79588	pfam
12468	531661	4	na	2.631987	msa
12469	531661	1	na	3.300995	msa
12470	531661	5	na	2.051987	msa
12471	530602	3	1i84S_	21.69897	pdbblast
12472	530602	2	1bg1A_	3	pdbblast
12473	530602	1	na	0	artificial
12474	530424	3	1fvfA_	423.0103	pdbblast
12475	530424	2	1fvfA_	423.0103	pdbblast
12476	530424	4	1fvfA_	423.0103	pdbblast
12477	530424	1	1fvfA_	423.0103	pdbblast
12478	531494	6	na	0	artificial
12479	531494	3	1f6gA	10.57	orfeus
12480	531494	2	na	1.152993	msa
12481	531494	4	1lnqA_	57.512579	pdbblast
12482	531494	1	na	6.107988	msa
12483	531494	5	1lnqA_	57.512579	pdbblast
12484	533858	6	na	8.925996	msa
12485	533858	3	na	37.525997	msa
12486	533858	7	na	0	artificial
12487	533858	2	na	6.312995	msa
12488	533858	4	na	0	artificial
12489	533858	1	na	0	artificial
12490	533858	5	1lu6A_	207.927757	pdbblast
12491	531067	2	1h4kX_	17.154902	pdbblast
12492	531067	1	1jw9B_	443.9691	pdbblast
12493	531058	6	1l8mA	10.44	orfeus
12494	531058	3	1cdmA_	20.154902	pdbblast
12495	531058	7	1l8mA	10.44	orfeus
12496	531058	9	1l8mA	10.44	orfeus
12497	531058	2	1f3mC_	626.9794	pdbblast
12498	531058	8	1l8mA	10.44	orfeus
12499	531058	4	1cdmA_	20.154902	pdbblast
12500	531058	1	1f3mC_	626.9794	pdbblast
12501	531058	10	na	0	artificial
12502	531058	5	1ei3A	11.62	orfeus
12503	531056	1	1zrm__	6.69897	pdbblast
12504	531071	3	1fbvA_	6	pdbblast
12505	531071	2	1fbvA_	6	pdbblast
12506	531071	1	na	0	artificial
12507	531076	6	1e3mA_	1421.54902	pdbblast
12508	531076	3	1e3mA_	1421.54902	pdbblast
12509	531076	2	1e3mA_	1421.54902	pdbblast
12510	531076	4	1e3mA_	1421.54902	pdbblast
12511	531076	1	na	0	artificial
12512	531076	5	1e3mA_	1421.54902	pdbblast
12513	531073	3	1jcqA	9.85	orfeus
12514	531073	2	1a17__	114.594777	pdbblast
12515	531073	4	1elrA_	59.70927	pdbblast
12516	531073	1	na	0	artificial
12517	531073	5	na	6.298997	msa
12518	530459	3	1ckmA_	149.218487	pdbblast
12519	530459	2	1ckmA_	149.218487	pdbblast
12520	530459	4	1ckmA	10.46	orfeus
12521	530459	1	1ckmA_	149.218487	pdbblast
12522	533114	3	1ew7C_	3.30103	pdbblast
12523	533114	2	1a06__	330.228787	pdbblast
12524	533114	4	na	0	artificial
12525	533114	1	1a06__	330.228787	pdbblast
12526	534357	3	1kt1A_	10.09691	pdbblast
12527	534357	2	1fchA_	19	pdbblast
12528	534357	4	na	13.751997	msa
12529	534357	1	1fchA_	19	pdbblast
12530	534357	5	na	1.037993	msa
12531	532745	3	1l8mA	8.75	orfeus
12532	532745	2	1l8mA	8.75	orfeus
12533	532745	4	1l8mA	8.75	orfeus
12534	532745	1	1l8mA	8.75	orfeus
12535	532745	5	1yat__	250.218487	pdbblast
12536	529091	3	1e32A_	623.450636	pdbblast
12537	529091	2	1e32A_	623.450636	pdbblast
12538	529091	1	1e32A_	623.450636	pdbblast
12539	532872	6	na	0	artificial
12540	532872	3	1fchA_	17.39794	pdbblast
12541	532872	2	1hz4A_	2.69897	pdbblast
12542	532872	4	1fchA_	17.39794	pdbblast
12543	532872	1	1hz4A_	2.69897	pdbblast
12544	532872	5	1fchA_	17.39794	pdbblast
12545	528486	3	1k32A_	2.221849	pdbblast
12546	528486	2	1erjA_	142.38764	pdbblast
12547	528486	4	na	0	artificial
12548	528486	1	1gg2B_	130.67837	pdbblast
12549	528486	5	na	4.130997	msa
12550	528501	6	1iqpA_	2.522879	pdbblast
12551	528501	3	na	1.095989	msa
12552	528501	7	na	1.494987	msa
12553	528501	2	na	0	artificial
12554	528501	4	PF00493	7.221849	pfam
12555	528501	1	na	1.015984	msa
12556	528501	5	1iqpA_	2.522879	pdbblast
12557	528511	2	1e3pA_	36.30103	pdbblast
12558	528511	1	1e3pA_	36.30103	pdbblast
12559	528526	6	2tmaA_	35.67837	pdbblast
12560	528526	11	1l8mA	10.67	orfeus
12561	528526	3	1i84S_	66.07631	pdbblast
12562	528526	7	2tmaA_	35.67837	pdbblast
12563	528526	9	1l8mA	10.67	orfeus
12564	528526	12	1l8mA	10.67	orfeus
12565	528526	2	1eh2__	161.39794	pdbblast
12566	528526	14	PF00627	5.920819	pfam
12567	528526	8	na	0	artificial
12568	528526	4	2tmaA_	35.67837	pdbblast
12569	528526	1	1qjtA_	83.124002	pdbblast
12570	528526	13	1ldvA	14.51	orfeus
12571	528526	10	1l8mA	10.67	orfeus
12572	528526	5	2tmaA_	35.67837	pdbblast
12573	528565	6	1fchA_	122.9794	pdbblast
12574	528565	3	1hh8A	8.93	orfeus
12575	528565	7	1fchA_	122.9794	pdbblast
12576	528565	2	1hh8A	8.93	orfeus
12577	528565	4	1ldvA	7.73	orfeus
12578	528565	1	1hh8A	8.93	orfeus
12579	528565	5	1fchA_	122.9794	pdbblast
12580	528641	2	1ba3__	192.08661	pdbblast
12581	528641	1	1ba3__	192.08661	pdbblast
12582	528642	1	1k30A	7.59	orfeus
12583	528652	1	1qrdA_	22.30103	pdbblast
12584	528657	2	1i84S_	18.045757	pdbblast
12585	528657	1	1c1gA_	2.522879	pdbblast
12586	528666	3	1cvjA_	48.154902	pdbblast
12587	528666	2	1cvjA_	48.154902	pdbblast
12588	528666	4	1l3kA_	52.221849	pdbblast
12589	528666	1	na	0	artificial
12590	528680	6	1i84S_	13	pdbblast
12591	528680	3	1hz4A	11.47	orfeus
12592	528680	2	1hz4A	11.47	orfeus
12593	528680	4	na	0	artificial
12594	528680	1	1hz4A	11.47	orfeus
12595	528680	5	1c1gA_	8.69897	pdbblast
12596	528725	3	1qf6A_	51.045757	pdbblast
12597	528725	2	1atiA_	437.457575	pdbblast
12598	528725	1	1atiA_	437.457575	pdbblast
12599	528746	3	1hv8A_	461.228787	pdbblast
12600	528746	2	1hv8A_	461.228787	pdbblast
12601	528746	4	1d2mA_	9	pdbblast
12602	528746	1	na	4.338997	msa
12603	528746	5	na	0	artificial
12604	528747	3	1dt9A_	2710	pdbblast
12605	528747	2	1dt9A_	2710	pdbblast
12606	528747	1	1dt9A_	2710	pdbblast
12607	528754	6	1l8mA	7.16	orfeus
12608	528754	3	na	0	artificial
12609	528754	7	1l8mA	7.16	orfeus
12610	528754	2	1cld__	44.512579	pdbblast
12611	528754	4	na	5.096995	msa
12612	528754	1	na	0	artificial
12613	528754	5	na	0	artificial
12614	528756	3	1l8mA	7.29	orfeus
12615	528756	2	1l8mA	7.29	orfeus
12616	528756	4	1l8mA	7.29	orfeus
12617	528756	1	1l8mA	7.29	orfeus
12618	528762	6	2bnh__	7.522879	pdbblast
12619	528762	3	2bnh__	7.522879	pdbblast
12620	528762	2	1jl5A_	7.39794	pdbblast
12621	528762	4	2bnh__	7.522879	pdbblast
12622	528762	1	na	0	artificial
12623	528762	5	2bnh__	7.522879	pdbblast
12624	528771	2	na	0	artificial
12625	528771	1	1pgn__	47.522879	pdbblast
12626	528782	2	1cqzA_	47.522879	pdbblast
12627	528782	1	na	0	artificial
12628	528785	2	1ja5A_	19.154902	pdbblast
12629	528785	1	na	0	artificial
12630	535321	3	1e32A_	177.69897	pdbblast
12631	535321	2	1e32A_	177.69897	pdbblast
12632	535321	1	na	1.31697	msa
12633	528814	6	PF02626	190.244125	pfam
12634	528814	3	1bncA_	1882.218487	pdbblast
12635	528814	7	PF02682	3.008774	pfam
12636	528814	9	1dczA_	46.09691	pdbblast
12637	528814	2	na	0	artificial
12638	528814	8	na	0	artificial
12639	528814	4	1bncA_	1882.218487	pdbblast
12640	528814	1	1gr8A_	194.980454	pdbblast
12641	528814	5	1bncA_	1882.218487	pdbblast
12642	528817	2	1qoyA	7.48	orfeus
12643	528817	1	na	0	artificial
12644	528818	6	na	0	artificial
12645	528818	3	1fxlA_	89.28043	pdbblast
12646	528818	7	1g9lA_	11	pdbblast
12647	528818	2	1fxlA_	89.28043	pdbblast
12648	528818	4	na	0	artificial
12649	528818	1	1cvjA_	92.54902	pdbblast
12650	528818	5	1h6kX_	13.221849	pdbblast
12651	528822	3	1bgxT	7.98	orfeus
12652	528822	2	1bgxT	7.98	orfeus
12653	528822	4	1bgxT	7.98	orfeus
12654	528822	1	1bgxT	7.98	orfeus
12655	528828	3	1ba3__	477	pdbblast
12656	528828	2	1ba3__	477	pdbblast
12657	528828	1	1ba3__	477	pdbblast
12658	528833	1	1g3iA_	259.9897	pdbblast
12659	528845	3	1l8mA	8.36	orfeus
12660	528845	2	1l8mA	8.36	orfeus
12661	528845	4	na	0	artificial
12662	528845	1	1l8mA	8.36	orfeus
12663	528879	3	1f3lA_	27.39794	pdbblast
12664	528879	2	na	1.240988	msa
12665	528879	1	na	0	artificial
12666	528880	2	na	0	artificial
12667	528880	1	1qoyA	7.18	orfeus
12668	528903	6	1eulA_	125.529817	pdbblast
12669	528903	3	na	0	artificial
12670	528903	7	1eulA_	125.529817	pdbblast
12671	528903	9	1f5sA_	6.39794	pdbblast
12672	528903	2	1aw0__	14.522879	pdbblast
12673	528903	8	1f5sA_	6.39794	pdbblast
12674	528903	4	1kqkA_	14.39794	pdbblast
12675	528903	1	na	0	artificial
12676	528903	10	na	4.447996	msa
12677	528903	5	1eulA_	125.529817	pdbblast
12678	531431	3	1ihgA_	6	pdbblast
12679	531431	2	1dceA_	288.927757	pdbblast
12680	531431	1	1dceA_	288.927757	pdbblast
12681	529625	6	1eulA_	221.9897	pdbblast
12682	529625	3	1k0vA	11.46	orfeus
12683	529625	2	1kqkA_	56	pdbblast
12684	529625	4	na	0	artificial
12685	529625	1	1fvqA_	350.68867	pdbblast
12686	529625	5	1eulA_	221.9897	pdbblast
12687	530128	6	1c4zA_	664	pdbblast
12688	530128	3	1i5hW_	70.264245	pdbblast
12689	530128	7	1c4zA_	664	pdbblast
12690	530128	2	1f8aB_	37.67837	pdbblast
12691	530128	4	1i5hW	10.59	orfeus
12692	530128	1	1dqvA_	31.69897	pdbblast
12693	530128	5	1c4zA_	664	pdbblast
12694	532942	3	1fy7A_	387.134302	pdbblast
12695	532942	2	1fy7A_	387.134302	pdbblast
12696	532942	1	1fy7A_	387.134302	pdbblast
12697	532411	3	1jv2B	10.93	orfeus
12698	532411	2	1jv2B	10.93	orfeus
12699	532411	4	na	0	artificial
12700	532411	1	1deqA	11.14	orfeus
12701	532399	6	1fchA_	10.39794	pdbblast
12702	532399	3	1fchA	13.79	orfeus
12703	532399	7	na	0	artificial
12704	532399	2	1fchA	13.79	orfeus
12705	532399	4	1fchA_	10.39794	pdbblast
12706	532399	1	1fchA	13.79	orfeus
12707	532399	5	1fchA_	10.39794	pdbblast
12708	532386	2	1f00I_	20.39794	pdbblast
12709	532386	1	1f00I_	20.39794	pdbblast
12710	531178	2	1itwA	7.85	orfeus
12711	531178	1	1m2vB	14.64	orfeus
12712	531032	3	1h2vC	13.8	orfeus
12713	531032	2	na	0	artificial
12714	531032	4	1i84S_	48.522879	pdbblast
12715	531032	1	PF02854	28.070581	pfam
12716	531032	5	2tmaA_	17.221849	pdbblast
12717	531363	3	1g71A_	131.30103	pdbblast
12718	531363	2	1g71A_	131.30103	pdbblast
12719	531363	1	1g71A_	131.30103	pdbblast
12720	531365	3	1i84S_	44	pdbblast
12721	531365	2	1mmg__	5.522879	pdbblast
12722	531365	4	1i84S_	44	pdbblast
12723	531365	1	na	0	artificial
12724	531254	3	1hh8A	14.83	orfeus
12725	531254	2	1hh8A	14.83	orfeus
12726	531254	4	1hh8A	14.83	orfeus
12727	531254	1	na	0	artificial
12728	531253	6	1jmmA_	3	pdbblast
12729	531253	3	1b3uA	8.22	orfeus
12730	531253	7	na	21.348997	msa
12731	531253	2	1b3uA	8.22	orfeus
12732	531253	4	1b3uA_	53.221849	pdbblast
12733	531253	1	1b3uA	8.22	orfeus
12734	531253	5	1b3uA_	53.221849	pdbblast
12735	531252	2	1psdA_	1164	pdbblast
12736	531252	1	1psdA_	1164	pdbblast
12737	531251	6	na	0	artificial
12738	531251	3	1n1bA	9.32	orfeus
12739	531251	2	1n1bA	9.32	orfeus
12740	531251	4	1n1bA	9.32	orfeus
12741	531251	1	na	0	artificial
12742	531251	5	1hz4A	8.16	orfeus
12743	531337	6	1dynA_	6.154902	pdbblast
12744	531337	11	1l9zH	7.79	orfeus
12745	531337	3	1jpwA	8.79	orfeus
12746	531337	7	1deqA	11.94	orfeus
12747	531337	9	1l9zH	7.79	orfeus
12748	531337	12	na	0	artificial
12749	531337	2	1jpwA	8.79	orfeus
12750	531337	8	na	0	artificial
12751	531337	4	1jpwA	8.79	orfeus
12752	531337	1	na	1.009996	msa
12753	531337	10	1l9zH	7.79	orfeus
12754	531337	5	1jpwA	8.79	orfeus
12755	531327	6	na	0	artificial
12756	531327	3	1i84S_	48.980454	pdbblast
12757	531327	7	na	16.682998	msa
12758	531327	2	1c1gA_	9.522879	pdbblast
12759	531327	8	na	0	artificial
12760	531327	4	na	0	artificial
12761	531327	1	na	1.465995	msa
12762	531327	5	na	18.998997	msa
12763	531322	3	2tmaA_	13.69897	pdbblast
12764	531322	2	1i84S_	37.9794	pdbblast
12765	531322	4	na	2.749997	msa
12766	531322	1	PF03801	46.431798	pfam
12767	531318	3	1f00I_	30.69897	pdbblast
12768	531318	2	1f00I_	30.69897	pdbblast
12769	531318	4	1f00I_	30.69897	pdbblast
12770	531318	1	1cwvA_	2.154902	pdbblast
12771	531318	5	na	0	artificial
12772	531316	2	2tmaA_	51.29073	pdbblast
12773	531316	1	2tmaA_	51.29073	pdbblast
12774	531315	6	na	0	artificial
12775	531315	3	1hs6A_	169.9691	pdbblast
12776	531315	2	1hs6A_	169.9691	pdbblast
12777	531315	4	na	0	artificial
12778	531315	1	1hs6A_	169.9691	pdbblast
12779	531315	5	na	2.148961	msa
12780	531247	3	1qgkA	12.48	orfeus
12781	531247	2	1qgkA	12.48	orfeus
12782	531247	4	1qgkA	12.48	orfeus
12783	531247	1	1qgkA	12.48	orfeus
12784	531242	3	1rrpB_	105.39794	pdbblast
12785	531242	2	1l8mA	7.87	orfeus
12786	531242	1	1l8mA	7.87	orfeus
12787	531234	3	na	0	artificial
12788	531234	2	1deqA	11.82	orfeus
12789	531234	1	1f6wA_	19.045757	pdbblast
12790	531227	3	1eulA_	1072.218487	pdbblast
12791	531227	2	1eulA_	1072.218487	pdbblast
12792	531227	4	1eulA_	1072.218487	pdbblast
12793	531227	1	na	0	artificial
12794	531227	5	1eulA_	1072.218487	pdbblast
12795	531387	3	1d8cA_	160.24799	pdbblast
12796	531387	2	1d8cA_	160.24799	pdbblast
12797	531387	1	1d8cA	9.91	orfeus
12798	531389	6	na	0	artificial
12799	531389	3	1k1aA_	77.211549	pdbblast
12800	531389	7	na	1.06699	msa
12801	531389	2	na	1.121988	msa
12802	531389	8	na	0	artificial
12803	531389	4	1k1aA_	77.211549	pdbblast
12804	531389	1	na	0	artificial
12805	531389	5	1lnnA_	16.045757	pdbblast
12806	531179	3	1buoA_	5.69897	pdbblast
12807	531179	2	na	1.840996	msa
12808	531179	4	na	10.301994	msa
12809	531179	1	1myo__	39.519517	pdbblast
12810	531357	3	1hv8A_	145.228787	pdbblast
12811	531357	2	1hv8A_	145.228787	pdbblast
12812	531357	4	1d9xA_	65.522879	pdbblast
12813	531357	1	1qdeA_	68.69897	pdbblast
12814	531357	5	na	0	artificial
12815	531358	6	1m2vB	13.75	orfeus
12816	531358	3	1l8mA	13	orfeus
12817	531358	7	na	0	artificial
12818	531358	2	1l8mA	13	orfeus
12819	531358	4	1l8mA	13	orfeus
12820	531358	1	1l8mA	13	orfeus
12821	531358	5	1jhnA	7.9	orfeus
12822	531359	3	1c3gA_	15.045757	pdbblast
12823	531359	2	1exkA_	17.69897	pdbblast
12824	531359	4	na	1.150976	msa
12825	531359	1	1xbl__	143.70927	pdbblast
12826	531360	1	1ha1__	75.30103	pdbblast
12827	531361	6	1jv2B	12.21	orfeus
12828	531361	3	1k83A	14.7	orfeus
12829	531361	7	1l8mA	11.82	orfeus
12830	531361	9	1l8mA	11.82	orfeus
12831	531361	2	1fi6A_	111.68867	pdbblast
12832	531361	8	1l8mA	11.82	orfeus
12833	531361	4	1c07A_	115.9897	pdbblast
12834	531361	1	1deqA	11.5	orfeus
12835	531361	10	1l8mA	11.82	orfeus
12836	531361	5	1jv2B	12.21	orfeus
12837	532152	6	na	0	artificial
12838	532152	3	1jbkA_	679.69897	pdbblast
12839	532152	2	PF02861	9.366532	pfam
12840	532152	4	1ksfX	9.02	orfeus
12841	532152	1	na	3.167994	msa
12842	532152	5	1g4aE_	6	pdbblast
12843	531185	1	1ky9A_	42	pdbblast
12844	531183	3	1jfuA_	5.522879	pdbblast
12845	531183	2	1a8y__	4.30103	pdbblast
12846	531183	4	na	0	artificial
12847	531183	1	1mek__	86.274545	pdbblast
12848	532741	2	1itwA	9.94	orfeus
12849	532741	1	1itwA	9.94	orfeus
12850	532736	6	na	0	artificial
12851	532736	3	na	0	artificial
12852	532736	2	na	2.482996	msa
12853	532736	4	1e32A_	51.39794	pdbblast
12854	532736	1	PF01426	25.045757	pfam
12855	532736	5	1e32A_	51.39794	pdbblast
12856	531290	6	1myo__	134.29073	pdbblast
12857	531290	3	1ihbA_	73.67837	pdbblast
12858	531290	7	1myo__	134.29073	pdbblast
12859	531290	9	na	0	artificial
12860	531290	2	1ihbA_	73.67837	pdbblast
12861	531290	8	1ldvA	11.83	orfeus
12862	531290	4	1awcB_	111.9897	pdbblast
12863	531290	1	na	2.237994	msa
12864	531290	5	na	3.516997	msa
12865	531283	6	na	1.253996	msa
12866	531283	3	1itwA	8.56	orfeus
12867	531283	2	1itwA	8.56	orfeus
12868	531283	4	1i5pA	8.59	orfeus
12869	531283	1	na	0	artificial
12870	531283	5	1fhwA_	30.39794	pdbblast
12871	531279	2	1ruxA	7.03	orfeus
12872	531279	1	1ruxA	7.03	orfeus
12873	531277	3	1ayx__	877.9897	pdbblast
12874	531277	2	1ayx__	877.9897	pdbblast
12875	531277	1	na	0	artificial
12876	530044	3	na	1.042991	msa
12877	530044	2	1c3gA_	4.221849	pdbblast
12878	530044	1	1xbl__	137.69897	pdbblast
12879	532770	1	1n1bA	8.62	orfeus
12880	532760	3	na	0	artificial
12881	532760	2	1erjA_	20	pdbblast
12882	532760	1	1fs2A_	14.221849	pdbblast
12883	531666	3	1b3oA_	27.154902	pdbblast
12884	531666	2	1kplA_	224.221849	pdbblast
12885	531666	1	1kplA_	224.221849	pdbblast
12886	532730	6	na	1.170988	msa
12887	532730	3	na	0	artificial
12888	532730	7	na	0	artificial
12889	532730	2	na	1.002995	msa
12890	532730	8	na	52.142993	msa
12891	532730	4	1apk__	138.616428	pdbblast
12892	532730	1	na	0	artificial
12893	532730	5	2gapA_	47	pdbblast
12894	532452	3	na	2.911997	msa
12895	532452	2	na	1.293884	msa
12896	532452	4	1f6dA	7.04	orfeus
12897	532452	1	na	0	artificial
12898	532452	5	na	0	artificial
12899	532467	6	1jpwA	14.05	orfeus
12900	532467	3	1ejlI	12.5	orfeus
12901	532467	7	1jpwA	14.05	orfeus
12902	532467	9	na	0	artificial
12903	532467	2	1ejlI	12.5	orfeus
12904	532467	8	1jpwA	14.05	orfeus
12905	532467	4	1jpwA	14.05	orfeus
12906	532467	1	1ejlI	12.5	orfeus
12907	532467	10	1gw5B_	2.30103	pdbblast
12908	532467	5	1jpwA	14.05	orfeus
12909	532471	3	1d2mA_	9.154902	pdbblast
12910	532471	2	1hv8A_	394.9897	pdbblast
12911	532471	4	na	1.168988	msa
12912	532471	1	1hv8A_	394.9897	pdbblast
12913	532472	3	na	1.114992	msa
12914	532472	2	na	4.502993	msa
12915	532472	4	na	2.052967	msa
12916	532472	1	1smlA_	14.522879	pdbblast
12917	528438	2	1ja5A_	62.30103	pdbblast
12918	528438	1	na	0	artificial
12919	528423	3	1amuA_	277.218487	pdbblast
12920	528423	2	1amuA_	277.218487	pdbblast
12921	528423	4	1amuA_	277.218487	pdbblast
12922	528423	1	na	3.509997	msa
12923	528405	2	na	1.348996	msa
12924	528405	1	1egaA_	33.69897	pdbblast
12925	532495	3	9gaaA	7.75	orfeus
12926	532495	2	1itwA	8.46	orfeus
12927	532495	1	1itwA	8.46	orfeus
12928	532485	3	na	0	artificial
12929	532485	2	1dar__	303	pdbblast
12930	532485	1	1dar__	303	pdbblast
12931	532480	1	1f3lA_	25.39794	pdbblast
12932	532476	1	1gqeA_	87.06601	pdbblast
12933	532482	2	1dofA	8.2	orfeus
12934	532482	1	1dofA	8.2	orfeus
12935	531197	6	na	0	artificial
12936	531197	3	1ejlI_	62	pdbblast
12937	531197	2	1ibrB_	7	pdbblast
12938	531197	4	1ejlI_	62	pdbblast
12939	531197	1	na	0	artificial
12940	531197	5	1ejlI_	62	pdbblast
12941	531303	6	1ik6A_	75	pdbblast
12942	531303	3	1gpuA_	70.154902	pdbblast
12943	531303	7	1ik6A_	75	pdbblast
12944	531303	2	na	1.297993	msa
12945	531303	4	1gpuA_	70.154902	pdbblast
12946	531303	1	na	2.055989	msa
12947	531303	5	1gpuA_	70.154902	pdbblast
12948	531223	2	na	18.097997	msa
12949	531223	1	1dcqA_	149.37734	pdbblast
12950	531216	3	na	0	artificial
12951	531216	2	1l9uD	7.31	orfeus
12952	531216	1	na	0	artificial
12953	533369	3	1l8mA	10.82	orfeus
12954	533369	2	1l8mA	10.82	orfeus
12955	533369	4	1l8mA	10.82	orfeus
12956	533369	1	1l8mA	10.82	orfeus
12957	533366	3	1jjuB	10.5	orfeus
12958	533366	2	1a0rB	14.68	orfeus
12959	533366	1	na	0	artificial
12960	533360	3	1l8mA	7.08	orfeus
12961	533360	2	1l8mA	7.08	orfeus
12962	533360	4	1l8mA	7.08	orfeus
12963	533360	1	na	0	artificial
12964	533358	3	na	2.035988	msa
12965	533358	2	na	0	artificial
12966	533358	1	1dcqA_	90.529817	pdbblast
12967	533665	6	na	0	artificial
12968	533665	3	1e3mA_	1573.9794	pdbblast
12969	533665	2	1e3mA_	1573.9794	pdbblast
12970	533665	4	1e3mA_	1573.9794	pdbblast
12971	533665	1	1e3mA_	1573.9794	pdbblast
12972	533665	5	1e3mA_	1573.9794	pdbblast
12973	531346	1	1tdj__	88.274545	pdbblast
12974	531345	1	1tdj__	81.533179	pdbblast
12975	531343	1	1emsA_	45.917458	pdbblast
12976	529917	3	1i3qA	7.12	orfeus
12977	529917	2	1l8mA	9.16	orfeus
12978	529917	4	na	0	artificial
12979	529917	1	na	2.007968	msa
12980	529921	3	1eh9A_	206.522879	pdbblast
12981	529921	2	1eh9A_	206.522879	pdbblast
12982	529921	4	1pamA_	100.751666	pdbblast
12983	529921	1	1eh9A_	206.522879	pdbblast
12984	529923	6	1bk6A_	194.28043	pdbblast
12985	529923	3	3bct__	123	pdbblast
12986	529923	2	3bct__	123	pdbblast
12987	529923	4	3bct__	123	pdbblast
12988	529923	1	3bct__	123	pdbblast
12989	529923	5	3bct__	123	pdbblast
12990	529926	2	1e1zP_	44.30103	pdbblast
12991	529926	1	na	0	artificial
12992	529934	6	1qgkA	9.55	orfeus
12993	529934	3	1ku1A_	1294.154902	pdbblast
12994	529934	7	1ao6A	7.21	orfeus
12995	529934	2	1ku1A_	1294.154902	pdbblast
12996	529934	4	1qgkA	9.55	orfeus
12997	529934	1	na	1.046927	msa
12998	529934	5	1qgkA	9.55	orfeus
12999	529943	6	na	9.061997	msa
13000	529943	3	1eulA_	1170	pdbblast
13001	529943	2	1eulA_	1170	pdbblast
13002	529943	4	1eulA_	1170	pdbblast
13003	529943	1	na	0	artificial
13004	529943	5	1eulA_	1170	pdbblast
13005	529977	3	na	17.659996	msa
13006	529977	2	na	0	artificial
13007	529977	1	1ja5A_	5.39794	pdbblast
13008	529969	3	1k2yX_	103.37734	pdbblast
13009	529969	2	1k2yX_	103.37734	pdbblast
13010	529969	4	1k2yX_	103.37734	pdbblast
13011	529969	1	1kfiA_	17.69897	pdbblast
13012	529969	5	1k2yX_	103.37734	pdbblast
13013	530058	3	1g3nC	7.39	orfeus
13014	530058	2	na	2.041996	msa
13015	530058	1	na	0	artificial
13016	530083	2	1psdA_	1165	pdbblast
13017	530083	1	1psdA_	1165	pdbblast
13018	530090	3	1evkA_	102.69897	pdbblast
13019	530090	2	1evkA_	102.69897	pdbblast
13020	530090	1	1qf6A_	109.39794	pdbblast
13021	530092	2	na	0	artificial
13022	530092	1	1a6q__	517.383689	pdbblast
13023	530097	6	na	0	artificial
13024	530097	3	1cii__	5.154902	pdbblast
13025	530097	7	na	1.007917	msa
13026	530097	2	1cii__	5.154902	pdbblast
13027	530097	8	na	0	artificial
13028	530097	4	1cii__	5.154902	pdbblast
13029	530097	1	1i84S_	44.09691	pdbblast
13030	530097	5	1bkdS	7.18	orfeus
13031	530101	3	1fchA_	4	pdbblast
13032	530101	2	1fchA_	4	pdbblast
13033	530101	4	na	0	artificial
13034	530101	1	na	0	artificial
13035	530113	6	1gw5B	14.16	orfeus
13036	530113	3	1qgkA_	99.228787	pdbblast
13037	530113	2	1qgkA_	99.228787	pdbblast
13038	530113	4	1qgkA_	99.228787	pdbblast
13039	530113	1	1qgkA_	99.228787	pdbblast
13040	530113	5	1gw5B	14.16	orfeus
13041	530114	3	1awcB_	26.154902	pdbblast
13042	530114	2	na	3.381996	msa
13043	530114	4	1sw6A_	127.457575	pdbblast
13044	530114	1	1mb1__	259.38764	pdbblast
13045	530114	5	na	30.801997	msa
13046	530117	6	1ei3A	9.79	orfeus
13047	530117	3	2ptk__	79.522879	pdbblast
13048	530117	7	1fhwA_	63.29073	pdbblast
13049	530117	2	2ptk__	79.522879	pdbblast
13050	530117	8	na	0	artificial
13051	530117	4	na	0	artificial
13052	530117	1	2ptk__	79.522879	pdbblast
13053	530117	5	1m2vB	14.79	orfeus
13054	530120	2	1g83A_	76.38764	pdbblast
13055	530120	1	na	0	artificial
13056	530125	3	na	2.034988	msa
13057	530125	2	na	0	artificial
13058	530125	4	na	0	artificial
13059	530125	1	1dcqA_	149.154902	pdbblast
